row,gold_set,provider,merchant_raw,description_raw,amount,direction,gold_leaf,gold_general,review_notes,agree,native_category_raw,plaid_leaf,plaid_general,pipeline_leaf,pipeline_general,pipeline_tier,gold_matches_plaid,gold_matches_pipeline,gold_matches_plaid_general,gold_matches_pipeline_general,llm_consensus_leaf,llm_consensus_general,llm_consensus_how,gold_matches_llm_consensus,gemini_leaf,sonnet_leaf,opus_leaf,haiku_draft_leaf,sonnet_draft_leaf
370,v4_unmatched_plaid,plaid,Mandate No,"DIRECT DEBIT PAYMENT TO PAYPAL PAYMENT REF 5ATJ222DUYDD6, MANDATE NO 0030",15.8,debit,payment_intermediary,general_retail_marketplaces,PayPal Payment direct debit; underlying merchant not shown.,established,TRANSFER_OUT_TRANSFER_OUT_FROM_APPS,transfer_p2p,transfers,transfer_p2p,transfers,T6_native_fallback,no,no,no,no,payment_intermediary,general_retail_marketplaces,gemini_sonnet_agree,yes,payment_intermediary,payment_intermediary,payment_intermediary,,
371,v4_unmatched_plaid,plaid,COOP,3483 01AUG25 CD   SCOTMID COOP 0107 CAIRNEYHILL GB,8.05,debit,groceries,groceries_household_essentials,Scotmid Co-op Cairneyhill grocery till.,established,FOOD_RETAIL_GROCERIES,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T6_native_fallback,yes,yes,yes,yes,groceries,groceries_household_essentials,gemini_sonnet_agree,yes,groceries,groceries,groceries,,
372,v4_unmatched_plaid,plaid,Amazon,CARD PAYMENT TO AMAZON.CO.UK*WS3P18OW5 ON 11-06-2025,9.5,debit,marketplace_amazon,general_retail_marketplaces,Amazon.co.uk debit.,established,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES,marketplace_general,general_retail_marketplaces,marketplace_amazon,general_retail_marketplaces,T4_dictionary,no,yes,yes,yes,marketplace_amazon,general_retail_marketplaces,gemini_sonnet_agree,yes,marketplace_amazon,marketplace_amazon,marketplace_amazon,,
373,v4_unmatched_plaid,plaid,Instantly,Instantly,46.49,debit,software,digital_subscriptions_services,Instantly is Instantly.ai cold-email / outreach SaaS (~$47/mo). Override unclassified_other.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,T6_native_fallback,no,no,no,no,unclassified_other,unclassified,opus_tiebreak,no,email_services,unclassified_other,unclassified_other,unclassified_other,unclassified_other
374,v4_unmatched_plaid,plaid,Dazn,WWW.DAZN.COM,14.99,debit,streaming,digital_subscriptions_services,DAZN.com is sports video streaming.,yes,ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_MOVIES,entertainment_other,entertainment_leisure,streaming,digital_subscriptions_services,T4_dictionary,no,yes,no,yes,streaming,digital_subscriptions_services,gemini_sonnet_agree,yes,streaming,streaming,streaming,streaming,streaming
375,v4_unmatched_plaid,plaid,April Coates,United Kingdom Account - From A Coates April Coates - SortCodeAccountNumber: 77010241515868,865.38,debit,transfer_p2p,transfers,Debit to April Coates (named person); large FPS. No purpose.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,transfer_p2p,transfers,T4_dictionary,no,yes,no,yes,transfer_p2p,transfers,gemini_sonnet_agree,yes,transfer_p2p,transfer_p2p,transfer_own_account,transfer_p2p,transfer_p2p
376,v4_unmatched_plaid,plaid,Onbuy,OnBuy.com CD 4558,8.19,debit,marketplace_general,general_retail_marketplaces,OnBuy.com is a non-Amazon marketplace.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,marketplace_general,general_retail_marketplaces,T4_dictionary,no,yes,no,yes,marketplace_general,general_retail_marketplaces,gemini_sonnet_agree,yes,marketplace_general,marketplace_general,marketplace_general,marketplace_general,marketplace_general
377,v4_unmatched_plaid,plaid,My Juniper London,MY JUNIPER        LONDON,249.0,debit,weight_loss,health_medical,MY JUNIPER LONDON £249 is Juniper UK medical GLP-1 weight-loss programme (same pattern as SheMed).,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,T6_native_fallback,no,no,no,no,mobile_phone_contract,utilities_household_bills,opus_tiebreak,no,weight_loss,clothing_general,mobile_phone_contract,unclassified_other,unclassified_other
378,v4_unmatched_plaid,plaid,The Churchgate,6093 05JUL25 CD   VER*THE CHURCHGATEBOLTON GB,4.5,debit,pub_bar,eating_drinking_out,VER*The Churchgate Bolton is a pub; donations native is wrong.,yes,GOVERNMENTS_AND_NON_PROFIT_DONATIONS,charitable_donation,charitable_political_giving,charitable_donation,charitable_political_giving,T6_native_fallback,no,no,no,no,pub_bar,eating_drinking_out,gemini_sonnet_agree,yes,pub_bar,pub_bar,pub_bar,pub_bar,pub_bar
379,v4_unmatched_plaid,plaid,Amazon,Amazon.co.uk*RF8F3,4.49,debit,marketplace_amazon,general_retail_marketplaces,Amazon.co.uk debit.,established,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES,marketplace_general,general_retail_marketplaces,marketplace_amazon,general_retail_marketplaces,T4_dictionary,no,yes,yes,yes,marketplace_amazon,general_retail_marketplaces,gemini_sonnet_agree,yes,marketplace_amazon,marketplace_amazon,marketplace_amazon,,
380,v4_unmatched_plaid,plaid,Stagecoach Services,STAGECOACH SERVICE,2.0,debit,public_transport_rail_coach,transport_motoring,Stagecoach bus fare.,yes,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,transport_other,transport_motoring,transport_other,transport_motoring,T6_native_fallback,no,no,yes,yes,public_transport_rail_coach,transport_motoring,gemini_sonnet_agree,yes,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach
381,v4_unmatched_plaid,plaid,Buzz Bingo,Buzz Group Limited Buzz Bingo,12.0,debit,gambling_bingo,gambling,Buzz Group Limited / Buzz Bingo is bingo. Do not aggregate gambling subtypes.,yes,ENTERTAINMENT_CASINOS_AND_GAMBLING,gambling_unspecified,gambling,gambling_bingo,gambling,T4_dictionary,no,yes,yes,yes,gambling_bingo,gambling,gemini_sonnet_agree,yes,gambling_bingo,gambling_bingo,gambling_bingo,gambling_bingo,gambling_bingo
382,v4_unmatched_plaid,plaid,Hendersons Ballygowan,Contactless Payment HENDERSONS BALLYGOWAN APPLEPAY 2895,7.53,debit,groceries,groceries_household_essentials,"Hendersons Ballygowan is Henderson Retail SPAR (symbol-group grocer), not a restaurant.",no,DINING_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T6_native_fallback,no,no,no,no,groceries,groceries_household_essentials,opus_tiebreak,yes,groceries,convenience_store,groceries,convenience_store,restaurant_cafe
383,v4_unmatched_plaid,plaid,K P Hamlin Hamlin,K P HAMLIN        HAMLIN            VIA MOBILE - PYMT FP 08/08/25 10    04082902032093000N,50.0,debit,transfer_p2p,transfers,Named person K P Hamlin.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,T6_native_fallback,no,no,no,no,transfer_p2p,transfers,gemini_sonnet_agree,yes,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p
384,v4_unmatched_plaid,plaid,Cd Lark Hall Inn,8957 16JUN25 CD   LARK HALL INN     BATH GB,5.6,debit,pub_bar,eating_drinking_out,Lark Hall Inn Bath is a pub; lodging native is a name artefact.,yes,TRAVEL_AND_TRANSPORTATION_LODGING,accommodation,travel_holidays,accommodation,travel_holidays,T6_native_fallback,no,no,no,no,pub_bar,eating_drinking_out,gemini_sonnet_agree,yes,pub_bar,pub_bar,pub_bar,pub_bar,pub_bar
385,v4_unmatched_plaid,plaid,Trainpal,2078 08JUL25  D   TRAINPAL          LONDON GB,6.6,debit,public_transport_rail_coach,transport_motoring,Trainpal rail tickets.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,T6_native_fallback,no,no,no,no,public_transport_rail_coach,transport_motoring,gemini_sonnet_agree,yes,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach
386,v4_unmatched_plaid,plaid,Mr Billy J Bull Bjb,MR BILLY J BULL  BJB FT,9.9,debit,transfer_p2p,transfers,Named person Mr Billy J Bull; dining native is wrong.,yes,DINING_DINING,restaurant_cafe,eating_drinking_out,transfer_p2p,transfers,T5_R01,no,yes,no,yes,transfer_p2p,transfers,gemini_sonnet_agree,yes,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p
387,v4_unmatched_plaid,plaid,Roddy,Roddy Johnston - SortCodeAccountNumber: 83410000629319,40.0,debit,transfer_p2p,transfers,Named person Roddy Johnston.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,transfer_p2p,transfers,T4_dictionary,no,yes,no,yes,transfer_p2p,transfers,gemini_sonnet_agree,yes,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p
388,v4_unmatched_plaid,plaid,Maloobchod,Maloobchod,7.41,debit,foreign_spend_unspecified,travel_holidays,"Maloobchod is Czech for retail grocery; foreign shop, underlying fascia not named.",yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,T6_native_fallback,no,no,no,no,foreign_spend_unspecified,travel_holidays,opus_tiebreak,yes,foreign_spend_unspecified,unclassified_other,foreign_spend_unspecified,unclassified_other,unclassified_other
389,v4_unmatched_plaid,plaid,Nutrition Geeksluton,SP NUTRITION GEEKSLUTON,16.99,debit,supplements,health_medical,SP Nutrition Geeks Luton is a UK supplements e-shop.,no,DINING_OTHER_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T6_native_fallback,no,no,no,no,supplements,health_medical,gemini_sonnet_agree,yes,supplements,supplements,supplements,unclassified_other,supplements
390,v4_unmatched_plaid,plaid,Chargos Aylesbury,CHARGOS           AYLESBURY,10.98,debit,takeaway,eating_drinking_out,"Chargos Aylesbury is Chargos Piri Piri — grilled chicken takeaway/delivery, closer to KFC than Nando's table-service.",yes,DINING_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T6_native_fallback,no,no,yes,yes,car_parking,transport_motoring,opus_tiebreak,no,takeaway,unclassified_other,car_parking,restaurant_cafe,restaurant_cafe
391,v4_unmatched_plaid,plaid,Marsh Lane Filling Statio,Contactless Payment MARSH LANE FILLING STATIO 2025-08-10,27.14,debit,fuel,transport_motoring,Marsh Lane Filling Station is explicitly a filling station.,yes,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,transport_other,transport_motoring,fuel,transport_motoring,T4_dictionary,no,yes,yes,yes,fuel,transport_motoring,gemini_sonnet_agree,yes,fuel,fuel,fuel,fuel,fuel
392,v4_unmatched_plaid,plaid,Dacorum Council,DACORUM COUNCIL -,2.3,debit,government_services,council_tax_government,Dacorum Council £2.30. Council tax is not collected in £2.30 taps; county/district service or parking-style fee. Same reasoning as Hampshire CC £5.,no,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,T6_native_fallback,no,no,no,no,government_services,council_tax_government,opus_tiebreak,yes,government_services,council_tax,government_services,government_services,council_tax
393,v4_unmatched_plaid,plaid,Esso Burnley,"ESSO BURNLEY BARRACKS (VIA APPLE PAY), ON 02-08-2025",24.08,debit,fuel,transport_motoring,Esso Burnley Barracks is a forecourt. Fuel even if an established leaf said otherwise.,yes,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,transport_other,transport_motoring,transport_other,transport_motoring,T6_native_fallback,no,no,yes,yes,fuel,transport_motoring,gemini_sonnet_agree,yes,fuel,fuel,fuel,fuel,fuel
394,v4_unmatched_plaid,plaid,McDonald's,MCDONALDS  ON 06 AUG CPM McDonald's,1.89,debit,takeaway,eating_drinking_out,McDonald's debit.,yes,DINING_DINING,restaurant_cafe,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,no,yes,yes,yes,takeaway,eating_drinking_out,gemini_sonnet_agree,yes,takeaway,takeaway,takeaway,takeaway,takeaway
395,v4_unmatched_plaid,plaid,C Spar Store Runcorn,9933 07JUL25 C    SPAR STORE        RUNCORN GB,1.35,debit,groceries,groceries_household_essentials,Spar Store Runcorn — symbol-group grocer → groceries.,yes,FOOD_RETAIL_GROCERIES,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,groceries,groceries_household_essentials,gemini_sonnet_agree,yes,groceries,groceries,groceries,groceries,groceries
396,v4_unmatched_plaid,plaid,S Hall,S HALL 110016 13334664,500.0,debit,transfer_p2p,transfers,Named person S Hall £500; no purpose.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,transfer_p2p,transfers,T4_dictionary,no,yes,no,yes,transfer_p2p,transfers,gemini_sonnet_agree,yes,transfer_p2p,transfer_p2p,unclassified_other,transfer_p2p,transfer_p2p
397,v4_unmatched_plaid,plaid,Google Storage,Google Storage,2.49,debit,web_services,digital_subscriptions_services,Google Storage is consumer cloud storage / infrastructure.,established,GENERAL_SERVICES_OTHER_SERVICES,business_services,business_self_employment,business_services,business_self_employment,T6_native_fallback,no,no,no,no,web_services,digital_subscriptions_services,gemini_sonnet_agree,yes,web_services,web_services,web_services,,
398,v4_unmatched_plaid,plaid,The Sandwich Man Broms,THE SANDWICH MAN B  ON 08 AUG CPM THE SANDWICH MAN BROMS,10.0,debit,takeaway,eating_drinking_out,The Sandwich Man Bromsgrove is counter/takeaway food.,yes,DINING_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T6_native_fallback,no,no,yes,yes,takeaway,eating_drinking_out,gemini_sonnet_agree,yes,takeaway,takeaway,takeaway,takeaway,takeaway
399,v4_unmatched_plaid,plaid,Exchanged To Xrp,Exchanged to XRP,0.99,debit,crypto,savings_investments,Exchanged to XRP is a crypto conversion.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,crypto,savings_investments,T4_dictionary,no,yes,no,yes,crypto,savings_investments,gemini_sonnet_agree,yes,crypto,crypto,crypto,crypto,crypto
400,v4_unmatched_plaid,plaid,C L Davies,C L DAVIES,10.0,debit,transfer_p2p,transfers,Named person C L Davies; no purpose.,no,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,T6_native_fallback,no,no,no,no,transfer_p2p,transfers,gemini_sonnet_agree,yes,transfer_p2p,transfer_p2p,transfer_p2p,unclassified_other,transfer_p2p
401,v4_unmatched_plaid,plaid,Amazon.co.jp,Amazon.co.jp,7.06,debit,marketplace_amazon,general_retail_marketplaces,Amazon.co.jp is still Amazon marketplace.,yes,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES,marketplace_general,general_retail_marketplaces,marketplace_general,general_retail_marketplaces,T6_native_fallback,no,no,yes,yes,marketplace_amazon,general_retail_marketplaces,gemini_sonnet_agree,yes,marketplace_amazon,marketplace_amazon,marketplace_amazon,marketplace_amazon,marketplace_amazon
402,v4_unmatched_plaid,plaid,Oak Mead Cafe & Shop,OAK MEAD CAFE & SH,9.35,debit,restaurant_cafe,eating_drinking_out,Oak Mead Cafe & Shop — cafe.,yes,DINING_COFFEE,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T6_native_fallback,yes,yes,yes,yes,restaurant_cafe,eating_drinking_out,gemini_sonnet_agree,yes,restaurant_cafe,restaurant_cafe,restaurant_cafe,restaurant_cafe,restaurant_cafe
403,v4_unmatched_plaid,plaid,Chyanclare News,CHYANCLARE NEWS  ON 08 JUL CLP,20.5,debit,convenience_store,groceries_household_essentials,"Chyanclare News, Penzance, is a newsagent/corner shop. POS at a newsagent is convenience_store, not a newspaper subscription.",no,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,T6_native_fallback,no,no,no,no,convenience_store,groceries_household_essentials,opus_tiebreak,yes,convenience_store,newspapers,convenience_store,newspapers,convenience_store
404,v4_unmatched_plaid,plaid,Ben Blackborow,United Kingdom Account - From M Jones Ben Blackborow - SortCodeAccountNumber: 16282910048258,20.0,debit,transfer_p2p,transfers,Debit to Ben Blackborow (named person).,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,transfer_p2p,transfers,T4_dictionary,no,yes,no,yes,transfer_p2p,transfers,gemini_sonnet_agree,yes,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p
405,v4_unmatched_plaid,plaid,Apple,APPLE.COM/BILL Apple App Store,6.99,debit,software,digital_subscriptions_services,APPLE.COM/BILL App Store £6.99.,established,GENERAL_MERCHANDISE_COMPUTERS_AND_ELECTRONICS,computing_devices,general_retail_marketplaces,software,digital_subscriptions_services,T4_dictionary,no,yes,no,yes,software,digital_subscriptions_services,gemini_sonnet_agree,yes,software,software,software,,
406,v4_unmatched_plaid,plaid,Apple,4273 03AUG25      APPLE.COM/BILL    APPLE.COM/BIL IE,2.99,debit,software,digital_subscriptions_services,APPLE.COM/BILL Ireland £2.99.,established,GENERAL_MERCHANDISE_COMPUTERS_AND_ELECTRONICS,computing_devices,general_retail_marketplaces,software,digital_subscriptions_services,T4_dictionary,no,yes,no,yes,software,digital_subscriptions_services,gemini_sonnet_agree,yes,software,software,software,,
407,v4_unmatched_plaid,plaid,Michyla Mayo Ty,MICHYLA MAYO      TY                VIA MOBILE - PYMT,20.0,debit,transfer_p2p,transfers,Named person Michyla Mayo; memo Ty.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,transfer_p2p,transfers,T4_dictionary,no,yes,no,yes,transfer_p2p,transfers,gemini_sonnet_agree,yes,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p
408,v4_unmatched_plaid,plaid,Cd Campbell Fuel Oilslim,7219 27SEP25 CD   CAMPBELL FUEL OILSLIM               KILMARNOCK GB,40.0,debit,heating_oil,utilities_household_bills,"Campbell Fuel Oils, Kilmarnock, is heating-oil delivery, not motor fuel.",yes,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,transport_other,transport_motoring,transport_other,transport_motoring,T6_native_fallback,no,no,no,no,heating_oil,utilities_household_bills,gemini_sonnet_agree,yes,heating_oil,heating_oil,heating_oil,heating_oil,heating_oil
409,v4_unmatched_plaid,plaid,Superbuy Com,Ona*superbuy Com,19.08,debit,marketplace_general,general_retail_marketplaces,"Ona*superbuy.com is Superbuy, a Taobao/China shopping-agent marketplace (not Amazon).",yes,FOOD_RETAIL_GROCERIES,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T6_native_fallback,no,no,no,no,marketplace_general,general_retail_marketplaces,gemini_sonnet_agree,yes,marketplace_general,marketplace_general,marketplace_general,marketplace_general,marketplace_general
410,v4_unmatched_plaid,plaid,Quadri,Quadri Rodemade,1.76,debit,unclassified_other,unclassified,Quadri Rodemade £1.76 dining native; no reliable UK merchant match. Do not force restaurant_cafe.,no,DINING_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T6_native_fallback,no,no,no,no,unclassified_other,unclassified,opus_tiebreak,yes,transfer_p2p,unclassified_other,unclassified_other,unclassified_other,transfer_p2p
411,v4_unmatched_plaid,plaid,Coca Cola Ni,Contactless Payment COCA COLA NI APPLEPAY 3265,1.3,debit,confectionary,groceries_household_essentials,Coca-Cola NI £1.30 contactless is Coca-Cola HBC NI drinks vending (including Translink sites). Small vending → confectionary.,no,FOOD_RETAIL_OTHER,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T6_native_fallback,no,no,yes,yes,confectionary,groceries_household_essentials,opus_tiebreak,yes,confectionary,convenience_store,confectionary,confectionary,convenience_store
412,v4_unmatched_plaid,plaid,Deepblue Beverley,DeepBlue Beverley,13.99,debit,takeaway,eating_drinking_out,Deep Blue Beverley is a fish-and-chip takeaway (dine-in hours listed closed). Chip shop → takeaway.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,T6_native_fallback,no,no,no,no,takeaway,eating_drinking_out,opus_tiebreak,yes,takeaway,unclassified_other,takeaway,unclassified_other,unclassified_other
413,v4_unmatched_plaid,plaid,I Blaze,I Blaze,10.0,debit,vaping,groceries_household_essentials,I Blaze matches I Blaze / Iblaze vape shops (Burnage and similar). Native personal-loan is wrong; no LOAN keyword in the narrative.,no,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,personal_loan_repayment,credit_loan_repayments,transfer_p2p,transfers,T5_R02,no,no,no,no,unclassified_other,unclassified,opus_tiebreak,no,vaping,unclassified_other,unclassified_other,unclassified_other,personal_loan_repayment
414,v4_unmatched_plaid,plaid,McDonald's,MCDONALDS,19.76,debit,takeaway,eating_drinking_out,McDonald's debit.,yes,DINING_DINING,restaurant_cafe,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,no,yes,yes,yes,takeaway,eating_drinking_out,gemini_sonnet_agree,yes,takeaway,takeaway,takeaway,takeaway,takeaway
415,v4_unmatched_plaid,plaid,A C,To A/C 71976817   MORGAN LM         Via Mobile Xfer,43.3,debit,transfer_p2p,transfers,To A/C … MORGAN LM Via Mobile Xfer — named person. Override established transfer_bank_unspecified.,established,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,T6_native_fallback,no,no,no,no,transfer_p2p,transfers,gemini_sonnet_agree,yes,transfer_p2p,transfer_p2p,transfer_p2p,,
416,v4_unmatched_plaid,plaid,One Love Carib,SQ *ONE LOVE CARIBRomford,11.0,debit,restaurant_cafe,eating_drinking_out,Square *One Love Carib Romford is a Caribbean restaurant/cafe.,yes,DINING_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T6_native_fallback,yes,yes,yes,yes,restaurant_cafe,eating_drinking_out,opus_tiebreak,yes,takeaway,restaurant_cafe,restaurant_cafe,restaurant_cafe,restaurant_cafe
417,v4_unmatched_plaid,plaid,L White,L WHITE 300000001654850175,0.3,debit,transfer_p2p,transfers,Named person L White; £0.30.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,transfer_p2p,transfers,T5_R02,no,yes,no,yes,transfer_p2p,transfers,gemini_sonnet_agree,yes,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p
418,v4_unmatched_plaid,plaid,Rise Beachwear,SumUp  *RISE Beachwear Sumup *rise Beachwear,242.65,debit,clothing_general,clothing_personal_care,SumUp *Rise Beachwear is apparel/swimwear retail.,yes,GENERAL_MERCHANDISE_APPAREL_AND_ACCESSORIES,clothing_general,clothing_personal_care,clothing_general,clothing_personal_care,T6_native_fallback,yes,yes,yes,yes,clothing_general,clothing_personal_care,gemini_sonnet_agree,yes,clothing_general,clothing_general,clothing_general,clothing_general,clothing_general
419,v4_unmatched_plaid,plaid,B Lockwood,B LOCKWOOD 111074 25946262,0.52,debit,transfer_p2p,transfers,Named person B Lockwood.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,transfer_p2p,transfers,T5_R02,no,yes,no,yes,transfer_p2p,transfers,gemini_sonnet_agree,yes,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p
420,v4_unmatched_plaid,plaid,H Gibney,H GIBNEY 777214 30819860,7.78,debit,transfer_p2p,transfers,Named person H Gibney.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,transfer_p2p,transfers,T5_R02,no,yes,no,yes,transfer_p2p,transfers,gemini_sonnet_agree,yes,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p
421,v4_unmatched_plaid,plaid,Apple,APPLE.COM/BILL,19.99,debit,software,digital_subscriptions_services,APPLE.COM/BILL £19.99.,established,GENERAL_MERCHANDISE_COMPUTERS_AND_ELECTRONICS,computing_devices,general_retail_marketplaces,software,digital_subscriptions_services,T4_dictionary,no,yes,no,yes,software,digital_subscriptions_services,gemini_sonnet_agree,yes,software,software,software,,
422,v4_unmatched_plaid,plaid,Shannon Chilcott Pi,SHANNON CHILCOTT PI4940087260303918,200.0,debit,transfer_p2p,transfers,Named person Shannon Chilcott PI (Faster Payment).,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,transfer_p2p,transfers,T4_dictionary,no,yes,no,yes,transfer_p2p,transfers,gemini_sonnet_agree,yes,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p,transfer_p2p
423,v4_unmatched_plaid,plaid,Trainline,Visa purchase TRAINLINE APPLEPAY 1283,10.54,debit,public_transport_rail_coach,transport_motoring,Trainline Apple Pay ticket.,yes,TRAVEL_AND_TRANSPORTATION_PUBLIC_TRANSIT,public_transport_rail_coach,transport_motoring,public_transport_rail_coach,transport_motoring,T6_native_fallback,yes,yes,yes,yes,public_transport_rail_coach,transport_motoring,gemini_sonnet_agree,yes,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach
424,v4_unmatched_plaid,plaid,Dabble Deposit Uk,Dabble Deposit UK Dabble Deposit Uk,10.0,debit,gambling_betting,gambling,"Dabble Deposit UK is a deposit to Dabble, a UKGC-licensed sports-betting app. Savings native is wrong. Debit stake/deposit keeps gambling_betting, not gambling_unspecified (that is for credits/winnings).",no,TRANSFER_OUT_SAVINGS,savings_transfer,savings_investments,gambling_betting,gambling,T4_dictionary,no,yes,no,yes,gambling_betting,gambling,gemini_sonnet_agree,yes,gambling_betting,gambling_betting,gambling_betting,savings_transfer,gambling_unspecified
425,v4_unmatched_plaid,plaid,Apple,apple.com/bill,1.79,debit,software,digital_subscriptions_services,apple.com/bill £1.79.,established,GENERAL_MERCHANDISE_COMPUTERS_AND_ELECTRONICS,computing_devices,general_retail_marketplaces,software,digital_subscriptions_services,T4_dictionary,no,yes,no,yes,software,digital_subscriptions_services,gemini_sonnet_agree,yes,software,software,software,,
426,v4_unmatched_plaid,plaid,Premier T A Brothers Conv,Premier t/a Brothe,4.28,debit,groceries,groceries_household_essentials,Premier t/a Brothers Conv — Premier symbol-group grocer. Symbol-group → groceries.,no,DINING_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T6_native_fallback,no,no,no,no,groceries,groceries_household_essentials,opus_tiebreak,yes,groceries,convenience_store,groceries,groceries,convenience_store
427,v4_unmatched_plaid,plaid,C The Andulsian,"2585 09AUG25 C    THE ANDULSIAN,    CARLI             CARLISLE GB",9.5,debit,restaurant_cafe,eating_drinking_out,"The Andulsian (Andalusian), Carlisle — restaurant.",yes,DINING_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T6_native_fallback,yes,yes,yes,yes,restaurant_cafe,eating_drinking_out,gemini_sonnet_agree,yes,restaurant_cafe,restaurant_cafe,restaurant_cafe,restaurant_cafe,restaurant_cafe
428,v4_unmatched_plaid,plaid,Zopmpas,Zopmpas,43.9,debit,unclassified_other,unclassified,Zopmpas could not be resolved to a unique UK payee.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,T6_native_fallback,no,no,yes,yes,unclassified_other,unclassified,gemini_sonnet_agree,yes,unclassified_other,unclassified_other,unclassified_other,unclassified_other,unclassified_other
429,v4_unmatched_plaid,plaid,Prime Video Rent Buy,Prime Video Rent /,4.49,debit,streaming,digital_subscriptions_services,Prime Video Rent/Buy is Amazon video streaming/rental. Rent native is spurious.,established,RENT_AND_UTILITIES_RENT,rent,housing,rent,housing,T6_native_fallback,no,no,no,no,streaming,digital_subscriptions_services,gemini_sonnet_agree,yes,streaming,streaming,streaming,,
