normalised_merchant,detailed_category,confidence,source,review_status,notes
mieszko hounslow,groceries_specialist,medium,gold_v2_review,approved,Mieszko is a Polish food shop.
miniml refills,retail_other,medium,gold_v2_review,approved,Miniml Refills sells household cleaning and personal-care refills; no more specific product is shown.
mnv trade ltd,unclassified_other,medium,gold_v2_review,approved,Merchant could not be resolved confidently; investment native category is insufficient to distinguish the transaction.
moneywise credit union,loan_disbursement,medium,gold_v2_review,approved,Final human adjudication: loan_disbursement. Credit from a lender/finance provider is money received rather than a repayment debit. Luna votes: loan_disbursement / loan_disbursement / credit_union_repayment.
mps ltd,home_learning,medium,gold_v2_review,approved,Final human adjudication: home_learning. MPS LTD debit; home/distance-learning course.. Native category: Education and Learning | Home Learning. Provider: equifax. Luna votes: home_learning / home_learning / unclassified_other.
mrslstanding cd,payment_intermediary,medium,gold_v2_review,approved,Final human adjudication: payment_intermediary. Mrslstanding Cd debit; payment intermediary is the closest taxonomy fit. Narrative: PAYPAL *mrslstanding CD 3373. Native category: TRANSFER_OUT_TRANSFER_OUT_FROM_APPS. Provider: plaid. Luna votes: payment_intermediary / payment_intermediary / payment_intermediary.
my favourite magazines,takeaway,medium,gold_v2_review,approved,"Narrative is MY FAVOURITE FISH AND CHI — a chip shop, not a magazine merchant."
my.,government_services,medium,gold_v2_review,approved,"Final human adjudication: government_services. The payee is a government court/service body, not a private law firm. Luna votes: government_services / government_services / unclassified_other. Sources: https://my.northtyneside.gov.uk/taxonomy/term/355"
national health service,pharmacy,medium,gold_v2_review,approved,NHSBSA PPC is a prescription prepayment certificate.
natwest loan,personal_loan_repayment,medium,gold_v2_review,approved,Narrative explicitly states NATWEST LOAN.
nds tr & co,unclassified_other,medium,gold_v2_review,approved,NDS TR & Co descriptor is too truncated to classify reliably.
new street hco,unclassified_other,medium,gold_v2_review,approved,Final human adjudication: unclassified_other. New Street Hco debit; merchant/function is not identifiable from the available evidence.. Native category: GENERAL_MERCHANDISE_APPAREL_AND_ACCESSORIES. Provider: plaid. Luna votes: unclassified_other / unclassified_other / unclassified_other.
nhsggc,hospital,medium,gold_v2_review,approved,NHSGGC is NHS Greater Glasgow and Clyde.
niall drummond rees,savings_transfer,medium,gold_v2_review,approved,Final human adjudication: savings_transfer. The narrative identifies an internal pot/savings movement. Luna votes: refund_received / savings_transfer / savings_transfer.
nisbets,kitchen,medium,gold_v2_review,approved,"Nisbets is catering/kitchen equipment wholesale, not office supplies."
north east wales,unclassified_other,medium,gold_v2_review,approved,North East Wales H descriptor is truncated and could not be classified beyond unclassified_other.
northern,vehicle_maintenance,medium,gold_v2_review,approved,Motor-business payment lacks enough detail to distinguish servicing from other maintenance.
northridge,car_finance_repayment,medium,gold_v2_review,approved,Final human adjudication: car_finance_repayment. Merchant evidence identifies a vehicle-finance lender and the debit is a repayment. Luna votes: loan_repayment_other / transfer_bank_unspecified / transfer_bank_unspecified. Sources: https://www.northridgefinance.com/faqs1/
nuijewellery,jewellery,medium,gold_v2_review,approved,Underlying Etsy merchant is explicitly a jewellery seller.
onebeyond,discount_store,medium,gold_v2_review,approved,Final human adjudication: discount_store. Onebeyond debit; general-merchandise discount retailer.. Native category: ENTERTAINMENT_EVENTS_AND_TICKETS. Provider: plaid. Luna votes: discount_store / discount_store / unclassified_other.
onestopvendingltd,confectionary,medium,gold_v2_review,approved,Final human adjudication: confectionary. The small vending transaction is for snacks/confectionery. Luna votes: confectionary / convenience_store / confectionary.
open all hours cd,convenience_store,medium,gold_v2_review,approved,Open All Hours is a convenience-store merchant.
pandopioneer,unclassified_other,medium,gold_v2_review,approved,PandoPioneer could not be resolved confidently; internet native category alone is insufficient.
parsons london,restaurant_cafe,medium,gold_v2_review,approved,Parsons London is a Covent Garden restaurant; native public-transit category is spurious.
paul jepson,restaurant_cafe,medium,gold_v2_review,approved,"Final human adjudication: restaurant_cafe. Merchant evidence identifies a cafe, restaurant, or food venue. Luna votes: transfer_p2p / transfer_p2p / unclassified_other."
perks at work,employee_benefits,medium,gold_v2_review,approved,Final human adjudication: employee_benefits. Perks at Work debit; employee benefits is the closest taxonomy fit. Narrative: 2579 06JAN24 PERKS AT WORK LONDON GB. Native category: Services | Employee Rewards. Provider: equifax. Luna votes: employee_benefits / employee_benefits / employee_benefits.
pj's,gambling_unspecified,medium,gold_v2_review,approved,Native category identifies gambling but the exact gambling type is unclear.
places for people leisure,gym_fitness,medium,gold_v2_review,approved,Places Leisure payment is consistent with a leisure/gym membership.
platinum mastercar,unclassified_other,medium,gold_v2_review,approved,Final human adjudication: unclassified_other. Platinum Mastercar debit; merchant/function is not identifiable from the available evidence.. Native category: TRANSFER_OUT_INVESTMENT_AND_RETIREMENT_FUNDS. Provider: plaid. Luna votes: unclassified_other / unclassified_other / credit_card_repayment.
poole waite & co ltd,home_improvement,medium,gold_v2_review,approved,"Final human adjudication: home_improvement. Merchant evidence identifies building, plumbing, hardware, or home-improvement goods. Luna votes: home_improvement / home_improvement / unclassified_other."
poundbakery,takeaway,medium,gold_v2_review,approved,Poundbakery is primarily counter-service bakery food.
premier corner stores,groceries,medium,gold_v2_review,approved,Final human adjudication: groceries. The underlying merchant is a supermarket or symbol-group grocery retailer. Luna votes: convenience_store / convenience_store / convenience_store.
premier gurnos,groceries,medium,gold_v2_review,approved,Final human adjudication: groceries. The underlying merchant is a supermarket or symbol-group grocery retailer. Luna votes: groceries / convenience_store / convenience_store.
premier kilmaurs till,groceries,medium,gold_v2_review,approved,Final human adjudication: groceries. The underlying merchant is a supermarket or symbol-group grocery retailer. Luna votes: convenience_store / convenience_store / convenience_store.
premier shop,groceries,medium,gold_v2_review,approved,Final human adjudication: groceries. The underlying merchant is a supermarket or symbol-group grocery retailer. Luna votes: convenience_store / convenience_store / convenience_store.
premier store,groceries,medium,gold_v2_review,approved,Final human adjudication: groceries. The underlying merchant is a supermarket or symbol-group grocery retailer. Luna votes: groceries / convenience_store / convenience_store.
premier vet allian uk,veterinary,medium,gold_v2_review,approved,Final human adjudication: veterinary. Merchant evidence identifies a veterinary health plan that is explicitly not insurance. Luna votes: veterinary / insurance_pet / insurance_pet. Sources: https://www.premiervetalliance.com/pet-owner-terms-conditions https://www.premiervetalliance.com/en-us/pet-owner-terms-conditions
pretty little thing,clothing_womens,medium,gold_v2_review,approved,PrettyLittleThing is a women's fashion retailer.
protect your bubble,insurance_other,medium,gold_v2_review,approved,Protect Your Bubble provides gadget/device insurance.
pure beak,unclassified_other,medium,gold_v2_review,approved,Final human adjudication: unclassified_other. Pure Beak debit; merchant/function is not identifiable from the available evidence.. Native category: DINING_OTHER_DINING. Provider: plaid. Luna votes: unclassified_other / unclassified_other / unclassified_other.
qbooks online,software,medium,gold_v2_review,approved,"Intuit QuickBooks Online is accounting software, not an accountant’s fee."
r clarke & sons,groceries_specialist,medium,gold_v2_review,approved,Final human adjudication: groceries_specialist. Merchant evidence identifies a specialist or world-food grocery store. Luna votes: groceries_specialist / groceries / groceries_specialist. Sources: https://www.yell.com/biz/r-clarke-and-sons-butchers-billingham-5375899/
rcn,trade_union,medium,gold_v2_review,approved,RCN is the Royal College of Nursing professional body and trade union.
response,car_finance_repayment,medium,gold_v2_review,approved,Final human adjudication: car_finance_repayment. Merchant evidence identifies a vehicle-finance lender and the debit is a repayment. Luna votes: car_finance_repayment / car_finance_repayment / mental_health_services. Sources: https://www.firstresponsefinance.co.uk/
reward gateway,employee_benefits,medium,gold_v2_review,approved,Final human adjudication: employee_benefits. Reward Gateway debit; employee benefits is the closest taxonomy fit. Narrative: your-saving.com RewardGateway. Native category: Services | Employee Rewards. Provider: equifax. Luna votes: employee_benefits / employee_benefits / employee_benefits.
ring protect plans,online_services,medium,gold_v2_review,approved,Final human adjudication: online_services. The narrative is a recurring consumer digital service rather than a device purchase. Luna votes: gadgets / gadgets / online_services.
royal london pensions,pension_contribution,medium,gold_v2_review,approved,"Debit to Royal London is a pension contribution, not pension income."
royal voluntary service,restaurant_cafe,medium,gold_v2_review,approved,Narrative identifies a hospital shop café operated by Royal Voluntary Service.
rss greyhound cd,gambling_betting,medium,gold_v2_review,approved,Final human adjudication: gambling_betting. Rss Greyhound Cd debit; betting-operator transaction. Narrative: RSS GREYHOUND CD 1974. Native category: TRAVEL_AND_TRANSPORTATION_PUBLIC_TRANSIT. Provider: plaid. Luna votes: gambling_betting / gambling_betting / public_transport_rail_coach.
salutation,pub_bar,medium,gold_v2_review,approved,The Salutation Tynemouth is a pub; small amount is not accommodation.
savers health & be,health_beauty_general,medium,gold_v2_review,approved,"Savers is AS Watson discount health-and-beauty, not a pharmacy-led chemist. pharmacy is Boots/Superdrug."
savers health & beauty,health_beauty_general,medium,gold_v2_review,approved,"Savers is a health-and-beauty retailer, not specifically a pharmacy."
scope,charity_shop,medium,gold_v2_review,approved,"Final human adjudication: charity_shop. This is a card purchase at a charity's retail operation, not a donation instruction. Luna votes: charitable_donation / charitable_donation / charitable_donation."
serco leisure oper,gym_fitness,medium,gold_v2_review,approved,Serco Leisure recurring payment is consistent with a leisure/gym membership.
shemed,weight_loss,medium,gold_v2_review,approved,"SheMed is a clinician-led GLP-1 weight-loss programme (Wegovy/Mounjaro), advertised around £59–£99."
sinners,clothing_mens,medium,gold_v2_review,approved,Sinners is a UK menswear brand and the amount is consistent with apparel.
smol,home_accessories,medium,gold_v2_review,approved,"Final human adjudication: home_accessories. Smol debit; household, home-security, or home accessory purchase. Narrative: Visa purchase SMOL LIMITED 8085. Native category: Shopping (Home) | Home Accessories. Provider: equifax. Luna votes: home_accessories / home_accessories / home_accessories."
snap-on,hire_purchase_repayment,medium,gold_v2_review,approved,"Payee is SNAP-ON FINANCE UK — HP/tool-finance instalment, not a till sale of tools."
sprucefield,discount_store,medium,gold_v2_review,approved,679 - Sprucefield is B&M store 679 at Sprucefield. B&M is discount_store.
squid,prepaid_card,medium,gold_v2_review,approved,"sQuid is a cashless school-payment card top-up, not a school fee itself."
st george's school sho,school_fees,medium,gold_v2_review,approved,"Payment is to a school shop; the exact item is not shown, so school_fees is the closest education leaf."
staples,electrical_goods,medium,gold_v2_review,approved,"CURRYS STAPLES CRNER is Currys at Staples Corner retail park, not Staples stationery."
super sam xl ltd,groceries_specialist,medium,gold_v2_review,approved,Super Sam XL appears to be a local superstore/convenience retailer.
surevend,confectionary,medium,gold_v2_review,approved,Small vending-machine purchase; product is not specified.
target stores,department_store,medium,gold_v2_review,approved,Target is a broad big-box/department-store retailer.
terry monthly,rent,medium,gold_v2_review,approved,"Narrative says monthly board, indicating housing/board rather than a loan."
the beach hut,restaurant_cafe,medium,gold_v2_review,approved,Small purchase at The Beach Hut is most consistent with a café.
the courier,newspapers,medium,gold_v2_review,approved,Final human adjudication: newspapers. The Courier debit; newspapers is the closest taxonomy fit.. Native category: ENTERTAINMENT_CASINOS_AND_GAMBLING. Provider: plaid. Luna votes: newspapers / newspapers / unclassified_other. Sources: https://help.dcthomson.co.uk/when-will-i-be-charged-for-my-digital-news-subscription
the farmer's dog,foreign_spend_unspecified,medium,gold_v2_review,approved,"THE FARM NUSA INDONESIA, amount in IDR — Bali spend, not The Farmer’s Dog pet food."
the finance insider,investment_general,medium,gold_v2_review,approved,"Final human adjudication: investment_general. The Finance Insider debit; generic investment service/product. Narrative: DIRECT DEBIT PAYMENT TO THEFINANCEINSIDER REF TFI-MTA8N6H2S, MANDATE NO 0031. Native category: Investments and Trading | Investments. Provider: equifax. Luna votes: investment_general / investment_general / investment_general."
the global,convenience_store,medium,gold_v2_review,approved,Merchant appears to be a newsagent/convenience shop; specific purchased item is unknown.
the healthy pet club,veterinary,medium,gold_v2_review,approved,"Healthy Pet Club is a preventative veterinary-care plan, not pet insurance."
the lexington,pub_bar,medium,gold_v2_review,approved,The Lexington is a pub/live-music venue; small amount is consistent with bar spend.
the millennium,pub_bar,medium,gold_v2_review,approved,Small SumUp purchase at The Millennium is most consistent with pub/bar spend; descriptor is ambiguous.
the old library,restaurant_cafe,medium,gold_v2_review,approved,"Final human adjudication: restaurant_cafe. Merchant evidence identifies a cafe, restaurant, or food venue. Luna votes: books / books / restaurant_cafe. Sources: https://www.thefork.co.uk/restaurant/the-old-library-r844720/menu"
the rudd group,gambling_unspecified,medium,gold_v2_review,approved,"NYX* TheRuddGroup is a cashless pub fruit-machine stake, not generic entertainment."
the salvation army,charity_shop,medium,gold_v2_review,approved,"Final human adjudication: charity_shop. This is a card purchase at a charity's retail operation, not a donation instruction. Luna votes: charitable_donation / charitable_donation / charitable_donation."
the sports hq,pub_bar,medium,gold_v2_review,approved,Final human adjudication: pub_bar. The Sports HQ debit; pub or bar transaction. Narrative: THE SPORTS BAR. Native category: Shopping (Fashion) | Sportswear. Provider: equifax. Merchant identity was checked against the linked source. Luna votes: pub_bar / pub_bar / unclassified_other. Sources: https://www.thesportsbar.co.uk/
the vending people ltd,confectionary,medium,gold_v2_review,approved,Final human adjudication: confectionary. The small vending transaction is for snacks/confectionery. Luna votes: confectionary / convenience_store / confectionary.
the wharf postoffice,delivery_courier,medium,gold_v2_review,approved,Post Office contactless purchase is most consistent with postal/delivery services.
think,business_services,medium,gold_v2_review,approved,Final human adjudication: business_services. Think debit; professional/business service or registration. Narrative: THINK CREAT INV 22204/22258. Native category: GENERAL_SERVICES_OTHER_SERVICES. Provider: plaid. Luna votes: business_services / business_services / unclassified_other.
third eye,clothing_general,medium,gold_v2_review,approved,Final human adjudication: clothing_general. The visible underlying merchant is a clothing/accessories retailer. Luna votes: clothing_general / unclassified_other / beauty_treatment. Sources: https://thirdeyeclothing.co/
tickets.gwr,public_transport_rail_coach,medium,gold_v2_review,approved,tickets.gwr is a Great Western Railway ticket purchase.
total bounceout,days_out,medium,gold_v2_review,approved,Total Bounceout Ltd is an inflatable obstacle-course attraction. Narrative has no returned/unpaid marke
tpe,public_transport_rail_coach,medium,gold_v2_review,approved,Final human adjudication: public_transport_rail_coach. The descriptor identifies a public transport operator or rail ePOS transaction. Luna votes: unclassified_card_spend / unclassified_card_spend / unclassified_card_spend.
tradify,software,medium,gold_v2_review,approved,Tradify is job-management software for trades businesses.
truelayer limited,gambling_unspecified,medium,gold_v2_review,approved,TrueLayer is the rail; LCI LIMITED is Entain (Ladbrokes/Coral). Gambling must not be filed as IT.
tsb bank,financial_institution_unspecified,medium,gold_v2_review,approved,Final human adjudication: financial_institution_unspecified. TSB Bank debit; financial institution is named but product is not. Narrative: TSB PLC. Native category: GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES. Provider: plaid. Luna votes: financial_institution_unspecified / financial_institution_unspecified / financial_institution_unspecified.
tst-snowflake gelato,restaurant_cafe,medium,gold_v2_review,approved,Gelato outlet purchase is best represented as café/dessert dining.
uk fab new,unclassified_other,medium,gold_v2_review,approved,Final human adjudication: unclassified_other. Uk Fab New debit; merchant/function is not identifiable from the available evidence. Narrative: UK Fab New 614642. Native category: TRAVEL_AND_TRANSPORTATION_FLIGHTS. Provider: plaid. Luna votes: unclassified_other / unclassified_other / unclassified_other.
usebounce,storage,medium,gold_v2_review,approved,Bounce provides short-term luggage storage.
uw ppm top up,energy,medium,gold_v2_review,approved,UW prepaid-meter top-up is an energy payment.
vce,savings_transfer,medium,gold_v2_review,approved,Narrative and native category indicate a savings transfer.
vehicle information,online_services,medium,gold_v2_review,approved,"vehicleinformation.uk £7.95 is a vehicle-check membership, not garage labour."
vendmarque limited,confectionary,medium,gold_v2_review,approved,Small vending-machine purchase; product is not specified.
verisure smart alarms,home_repair,medium,gold_v2_review,approved,Final human adjudication: home_repair. The charge is for an ongoing home-security/home service rather than retail merchandise. Luna votes: home_improvement / home_improvement / home_repair.
victoria smk,unclassified_other,medium,gold_v2_review,approved,Victoria SMK descriptor could not be resolved confidently.
virgin money,financial_institution_unspecified,medium,gold_v2_review,approved,Final human adjudication: financial_institution_unspecified. Virgin Money debit; financial institution is named but product is not. Narrative: ************2960 Virgin Money. Native category: Financial Services | Banks And Building Societies. Provider: equifax. Luna votes: financial_institution_unspecified / financial_institution_unspecified / financial_institution_unspecified.
vitas vending machines lt,confectionary,medium,gold_v2_review,approved,Small vending-machine purchase; product is not specified.
w j king,vehicle_maintenance,medium,gold_v2_review,approved,Final human adjudication: vehicle_maintenance. W J King debit; vehicle maintenance is the best matching transaction function. Narrative: W J KING SWANLEY. Luna votes: spares_repairs / vehicle_maintenance / vehicle_maintenance.
waltham cross autopoin,fuel,medium,gold_v2_review,approved,"Waltham Cross Autopoint is a Jet filling station; £3.65 contactless is forecourt fuel, not parts."
wayfair,home_accessories,medium,gold_v2_review,approved,Wayfair is the clear underlying homewares merchant despite Klarna routing.
wellness communica,unclassified_other,medium,gold_v2_review,approved,Final human adjudication: unclassified_other. Wellness Communica debit; merchant/function is not identifiable from the available evidence. Narrative: Payment to WELLNESS COMMUNICA 087199 10176657. Native category: MEDICAL_PRIMARY_CARE. Provider: plaid. Luna votes: unclassified_other / unclassified_other / unclassified_other.
west lothian leisu,gym_fitness,medium,gold_v2_review,approved,West Lothian Leisure direct debit is consistent with a leisure/gym membership.
williams trade sup guild,home_improvement,medium,gold_v2_review,approved,"Final human adjudication: home_improvement. Merchant evidence identifies building, plumbing, hardware, or home-improvement goods. Luna votes: trade_union / trade_union / unclassified_other. Sources: https://www.tradeonlyplumbing.co.uk/branches/guildford"
window cleaner,cleaning_services,medium,gold_v2_review,approved,Narrative explicitly identifies a window cleaner.
witham st hughs,school_fees,medium,gold_v2_review,approved,Final human adjudication: school_fees. Witham St Hughs debit; school-fee payment.. Native category: Education and Learning | General Education. Provider: equifax. Luna votes: school_fees / school_fees / education_general.
wombwell main barnsley gb,unclassified_other,medium,gold_v2_review,approved,Final human adjudication: unclassified_other. Wombwell Main Barnsley Gb debit; merchant/function is not identifiable from the available evidence. Narrative: WOMBWELL MAIN BARN. Native category: GENERAL_MERCHANDISE_DEPARTMENT_STORES. Provider: plaid. Luna votes: unclassified_other / unclassified_other / unclassified_other.
wowcher,marketplace_general,medium,gold_v2_review,approved,Wowcher is a deals marketplace; no evidence of a prize competition.
your store,storage,medium,gold_v2_review,approved,Final human adjudication: storage. Your Store debit; storage is the closest taxonomy fit. Narrative: Your Store YOUR STORE Chesterfield GBR. Native category: Services | Storage. Provider: equifax. Luna votes: storage / storage / unclassified_other.
zurich assurance,insurance_life,medium,gold_v2_review,approved,Small recurring Zurich Assurance debit is consistent with life/protection insurance.
zwift,sports_participation,medium,gold_v2_review,approved,Final human adjudication: sports_participation. The charge is for participation in a virtual/physical sport rather than passive media. Luna votes: gym_fitness / sports_participation / gym_fitness.
